longitude,latitude
13.69138,100.341836
13.689261,100.389095
13.69021,100.370164
13.690396,100.457525
13.690647,100.36388
13.691806,100.361862
13.690696,100.487647
13.69098,100.423674
13.691101,100.3996
13.691582,100.392538
13.692152,100.378197
13.694541,100.380227
13.692365,100.414626
13.69275,100.335206
13.695589,100.336347
13.693244,100.431891
13.693795,100.392118
13.695171,100.392704
13.694507,100.45975
13.696459,100.457276
13.694778,100.479136
13.694553,100.34219
13.694587,100.341697
13.695,100.467778
13.696213,100.4884255
13.6958895,100.4082085
13.696173,100.409208
13.695939,100.483405
13.696257,100.46637
13.696641,100.466447
13.696709,100.436152
13.697145,100.465733
13.697266,100.471675
13.69905,100.469964
13.697352,100.476661
13.697378,100.403296
13.697659,100.378741
13.698436,100.4406725
13.698491,100.358981
13.698651,100.483814
13.700499,100.483789
13.698812,100.466569
13.6989805,100.421167
13.701217,100.420779
13.699716,100.461014
13.69943,100.391291
13.699818,100.377607
13.70145688,100.3783446
13.699854,100.488994
13.699866,100.475189
13.701748,100.474503
13.700591,100.443602
13.701569,100.444052
13.701487,100.334226
13.701929,100.335751
13.702079,100.372176
13.702652,100.487981
13.703722,100.486885
13.7024175,100.376131
13.702599,100.482399
13.702646,100.464861
13.703096,100.437808
13.703237,100.445986
13.704132,100.446571
13.703672,100.407873
13.704329,100.405788
13.703829,100.350282
13.703864,100.466598
13.705261,100.465429
13.703887,100.356301
13.705972,100.356512
13.704008,100.348009
13.704154,100.343462
13.704327,100.342706
13.7051315,100.4904515
13.7043635,100.3656565
13.704746,100.353206
13.7048265,100.341032
13.704902,100.340023
13.704843,100.334119
13.705004,100.333763
13.704941,100.377524
13.706311,100.375214
13.704948,100.348355
13.705256,100.337634
13.705369,100.3492
13.705756,100.348482
13.705463,100.384479
13.70568,100.333936
13.7060215,100.3528665
13.706722,100.352867
13.706068,100.427852
13.708655,100.426739
13.706281,100.346074
13.7065525,100.461684
13.70662,100.361445
13.706949,100.368534
13.707272,100.37014
13.707149,100.40549
13.707398,100.360612
13.707443,100.431187
13.70746,100.488685
13.707463,100.420445
13.707466,100.360661
13.707466,100.360661
13.707466,100.360661
13.707559,100.364887
13.708174,100.36444
13.707778,100.4825
13.70788,100.481725
13.707836,100.486782
13.707985,100.450239
13.709113,100.451732
13.7083145,100.378663
13.708628,100.377263
13.708029,100.49191
13.709055,100.4915675
13.708196,100.372912
13.708599,100.482958
13.708639,100.388629
13.70916025,100.3926663
13.709005,100.383441
13.709139,100.411769
13.709151,100.387124
13.709318,100.386302
13.709327,100.385691
13.7094035,100.4807225
13.709387,100.487048
13.709444,100.481743
13.70977,100.481706
13.7096265,100.39627
13.7097105,100.390369
13.7103215,100.398403
13.710065,100.438772
13.710077,100.413469
13.7107325,100.486867
13.710498,100.410233
13.710536,100.410453
13.710531,100.4857
13.71093,100.485079
13.7106735,100.412679
13.710791,100.4132425
13.710719,100.408299
13.710764,100.408519
13.710809,100.497764
13.710848,100.420988
13.710865,100.470223
13.71253,100.471431
13.711026,100.478812
13.711228,100.416511
13.71249,100.41486
13.711252,100.375602
13.711362,100.396507
13.711392,100.425075
13.711486,100.42651
13.7115345,100.4344755
13.711628,100.50069
13.712607,100.498949
13.711662,100.408558
13.711792,100.433637
13.711834,100.484527
13.711956,100.433006
13.7121675,100.4756915
13.71202,100.377594
13.713702,100.377845
13.712035,100.420331
13.712139,100.42016
13.712098,100.4318798
13.712962,100.432452
13.712136,100.468587
13.712228,100.433839
13.712253,100.433954
13.712229,100.395494
13.713297,100.396229
13.712266,100.42978
13.712266,100.42978
13.712508,100.434519
13.71263,100.42876
13.712677,100.428458
13.712704,100.363645
13.712825,100.43595
13.713153,100.436158
13.713072,100.483843
13.713008,100.493922
13.713206,100.430822
13.71338,100.439923
13.714412,100.440802
13.713417,100.480726
13.713497,100.355402
13.713565,100.452961
13.713752,100.4548745
13.713587,100.428125
13.713649,100.460104
13.715166,100.462619
13.713704,100.360726
13.715202,100.361025
13.713774,100.505405
13.713881,100.420867
13.714357,100.3672585
13.714229,100.489882
13.715037,100.489517
13.714374,100.507211
13.716258,100.507113
13.714538,100.343965
13.721834,100.340449
13.714713,100.504528
13.714885,100.503405
13.715029,100.436907
13.71511,100.485475
13.7152225,100.406517
13.715695,100.444864
13.716204,100.468983
13.716667,100.4679695
13.716574,100.4543925
13.716986,100.489573
13.717078,100.457373
13.717414,100.4774825
13.71884,100.478962
13.717238,100.466803
13.7177145,100.427843
13.719317,100.428521
13.717884,100.396191
13.718289,100.395381
13.718163,100.369182
13.718179,100.500033
13.718903,100.498668
13.718593,100.490073
13.719629,100.49106
13.718611,100.36429
13.718692,100.467185
13.71881,100.441958
13.719116,100.44127
13.718908,100.46216
13.718944,100.454265
13.720104,100.455957
13.719371,100.360968
13.719643,100.485516
13.720932,100.48405
13.719691,100.508956
13.719933,100.489446
13.719962,100.473343
13.720009,100.469839
13.720145,100.40531
13.72031,100.471579
13.720347,100.500448
13.720379,100.501148
13.7204,100.501637
13.720454,100.363654
13.720454,100.363654
13.720496,100.363641
13.721268,100.45947
13.7216515,100.4714655
13.721776,100.470358
13.721422,100.500697
13.721451,100.396115
13.721724,100.489435
13.72203875,100.4799253
13.722362,100.4815835
13.72235,100.47832
13.72235,100.47832
13.722448,100.461196
13.723051,100.461923
13.722795,100.439581
13.722796,100.442373
13.724356,100.443378
13.72312575,100.4637613
13.723117,100.456106
13.7233065,100.483102
13.723207,100.400925
13.723373,100.4763385
13.72435,100.475327
13.723727,100.468155
13.724141,100.469955
13.724016,100.464822
13.724028,100.508853
13.72464025,100.485509
13.724693,100.500216
13.724776,100.49209
13.724778,100.465762
13.725026,100.464846
13.725022,100.396418
13.726305,100.394449
13.725123,100.406316
13.726062,100.456214
13.726652,100.495208
13.72672,100.475807
13.726772,100.487915
13.726831,100.488422
13.726853,100.454313
13.726853,100.454313
13.726873,100.469721
13.727552,100.470105
13.726963,100.366886
13.727167,100.489091
13.727151,100.486736
13.727151,100.486736
13.727411,100.498475
13.727632,100.471065
13.728014,100.484054
13.728343,100.4823
13.728137,100.459593
13.728767,100.46318
13.730167,100.463295
13.728989,100.499421
13.73013,100.499587
13.729242,100.434318
13.729251,100.388668
13.729322,100.348745
13.732025,100.342523
13.729499,100.508983
13.729969,100.508955
13.7296085,100.5053825
13.730214,100.50536
13.729526,100.366326
13.729535,100.494455
13.729567,100.475482
13.729811,100.488477
13.7299665,100.368445
13.730117,100.504329
13.730475,100.456413
13.731864,100.454373
13.730475,100.508644
13.730517,100.495337
13.73142,100.495138
13.730543,100.509252
13.73075094,100.3671459
13.730628,100.366681
13.730628,100.366681
13.730794,100.366119
13.730847,100.4270295
13.730917,100.366833
13.730993,100.36412
13.731173,100.510929
13.731641,100.497132
13.7331145,100.496822
13.732305,100.507908
13.732427,100.461895
13.73257,100.459923
13.7324575,100.489278
13.732645,100.472754
13.733768,100.473893
13.732771,100.48616
13.734049,100.484488
13.732951,100.406391
13.733007,100.405334
13.7334575,100.4705175
13.73322,100.500239
13.733333,100.505304
13.733689,100.508496
13.733885,100.507621
13.734222,100.498206
13.734448,100.47873
13.734707,100.431849
13.7353,100.395886
13.737996,100.395137
13.735465,100.48767
13.73549,100.434524
13.736591,100.433306
13.735679,100.492408
13.736271,100.452191
13.738281,100.452371
13.736761,100.438851
13.73731825,100.4959643
13.736873,100.472041
13.738379,100.470684
13.736893,100.367065
13.737209,100.435682
13.737221,100.500026
13.737691,100.49487
13.73845,100.495642
13.737793,100.444818
13.737842,100.449406
13.737856,100.405325
13.738584,100.4067275
13.738041,100.46056
13.740722,100.460663
13.7381,100.4893
13.73955125,100.4875982
13.739043,100.48493
13.739371,100.457084
13.739645,100.468049
13.739785,100.465954
13.73995,100.4919593
13.739949,100.364078
13.742015,100.364296
13.7403645,100.44601
13.741101,100.448408
13.740858,100.402589
13.741225,100.489599
13.741017,100.433785
13.741135,100.425898
13.741759,100.428028
13.741199,100.473886
13.74126,100.470992
13.74158,100.486719
13.74158,100.486719
13.7421855,100.482512
13.74338,100.481263
13.742202,100.488091
13.742445,100.417369
13.74407,100.419552
13.742626,100.356659
13.743549,100.355675
13.742772,100.340969
13.746579,100.3441215
13.743054,100.456222
13.743189,100.459283
13.744233,100.459505
13.743441,100.467159
13.744044,100.468349
13.743483,100.4239
13.74349,100.489803
13.74394025,100.4887623
13.743908,100.472208
13.744673,100.47057
13.7442,100.4608
13.744377,100.407574
13.745669,100.406219
13.744606,100.385141
13.746642,100.376439
13.744614,100.443407
13.74696,100.44257
13.745148,100.411138
13.745248,100.484172
13.746225,100.485501
13.745419,100.468306
13.745522,100.457837
13.745589,100.41635
13.746,100.448292
13.746566,100.479317
13.74668,100.477472
13.746799,100.394918
13.747887,100.483253
13.748638,100.483924
13.747996,100.485842
13.748387,100.486071
13.748139,100.484958
13.748482,100.47658
13.748634,100.477773
13.748738,100.470124
13.748972,100.47016
13.749081,100.485881
13.749153,100.465875
13.7495,100.485251
13.7499735,100.484234
13.749824,100.469708
13.74988,100.480945
13.750612,100.354391
13.751321,100.477999
13.751327,100.483919
13.751932,100.434062
13.752284,100.434625
13.752663,100.442832
13.752685,100.485441
13.752726,100.479874
13.752726,100.479874
13.752792,100.479856
13.753187,100.478594
13.753199,100.447878
13.754671,100.447491
13.754091,100.462102
13.754216,100.475514
13.755133,100.475995
13.754355,100.433353
13.754559,100.479679
13.75468,100.46737
13.754875,100.412203
13.757124,100.4152
13.75543,100.4712245
13.756231,100.4698355
13.75586075,100.4820822
13.75598,100.458054
13.756003,100.455345
13.756178,100.484349
13.756643,100.486252
13.757061,100.486153
13.756723,100.406592
13.758389,100.404
13.756948,100.483524
13.757128,100.483514
13.75779297,100.4844384
13.757671,100.448817
13.7579115,100.4855415
13.757885,100.433483
13.758007,100.437184
13.758115,100.483217
13.7587515,100.468876
13.758269,100.48014
13.75967,100.478603
13.758554,100.454311
13.758862,100.444759
13.759235,100.487681
13.759342,100.471458
13.760293,100.471076
13.75955,100.474229
13.760085,100.476306
13.759612,100.481807
13.759905,100.483393
13.760019,100.453745
13.760019,100.453745
13.760898,100.445882
13.761659,100.445328
13.762316,100.445429
13.76202,100.44444
13.762262,100.483397
13.762581,100.344062
13.762776,100.34702
13.762953,100.467136
13.762959,100.330911
13.763236,100.33027
13.763302,100.476825
13.7638475,100.4877335
13.764495,100.490167
13.763543,100.363424
13.764135,100.443599
13.76582175,100.4842652
13.765581,100.474191
13.767313,100.473089
13.7657,100.407757
13.7666425,100.486659
13.76668,100.40787
13.767553,100.407942
13.766735,100.488945
13.766942,100.346234
13.767162,100.3448135
13.767222,100.468611
13.768126,100.470481
13.767403,100.491529
13.768373,100.490172
13.767963,100.454035
13.768394,100.398939
13.771811,100.399194
13.7688705,100.427184
13.768764,100.492888
13.769735,100.492083
13.768916,100.390268
13.76902,100.445206
13.769042,100.4777
13.77019425,100.4686003
13.769876,100.48925
13.771224,100.489605
13.770167,100.471359
13.771233,100.49373
13.771353,100.493454
13.771399,100.442373
13.7731415,100.4450765
13.771977,100.4884275
13.772489,100.494518
13.7735955,100.494187
13.772939,100.3531585
13.7777,100.35235
13.773944,100.4965905
13.77507,100.497589
13.773892,100.404095
13.773954,100.394603
13.774062,100.407784
13.774326,100.47175
13.775875,100.4696
13.774491,100.49193
13.774697,100.482837
13.775428,100.4657685
13.77776425,100.4646002
13.775533,100.480227
13.77559,100.408859
13.775687,100.407925
13.775796,100.489179
13.776486,100.489442
13.776195,100.487934
13.776323,100.451543
13.776403,100.479456
13.776912,100.479015
13.776604,100.428543
13.776651,100.497783
13.776731,100.45651
13.778507,100.457722
13.776933,100.473821
13.777281,100.485515
13.777669,100.485111
13.777558,100.47738
13.778073,100.476107
13.77823875,100.4938118
13.778404,100.455082
13.778433,100.485791
13.778628,100.496941
13.7800955,100.497984
13.779436,100.4768735
13.77970425,100.4756365
13.779388,100.444294
13.7794805,100.4415315
13.780512,100.442165
13.779457,100.479691
13.779606,100.438423
13.780082,100.47194
13.780608,100.470698
13.78084706,100.4230817
13.780104,100.488448
13.781445,100.488859
13.780298,100.484925
13.7805435,100.495148
13.780468,100.468007
13.780545,100.446154
13.780545,100.446154
13.781051,100.432389
13.781314,100.429249
13.781152,100.47811
13.7822665,100.476754
13.78192725,100.446013
13.781587,100.464691
13.783421,100.46353
13.781594,100.473752
13.781716,100.4163315
13.782789,100.415541
13.78174,100.491887
13.783204,100.491855
13.782113,100.48448
13.782622,100.4833515
13.782219,100.473246
13.782493,100.473671
13.782635,100.498409
13.783141,100.498492
13.783029,100.497531
13.783626,100.497471
13.783049,100.493713
13.784807,100.493497
13.783193,100.402491
13.7832945,100.4004795
13.783257,100.395936
13.7837895,100.4800055
13.785724,100.48005
13.783568,100.45545
13.783692,100.398407
13.783704,100.496034
13.783926,100.401373
13.784078,100.401446
13.784099,100.402378
13.784144,100.401084
13.784197,100.400842
13.784177,100.4016815
13.784728,100.460184
13.784735,100.471985
13.78520875,100.4714403
13.7848985,100.4613865
13.785795,100.460711
13.7848895,100.4571545
13.785337,100.458022
13.785133,100.485891
13.785831,100.486636
13.786138,100.4385255
13.785673,100.484489
13.78572,100.465279
13.786962,100.466162
13.7858115,100.376906
13.786633,100.376815
13.785869,100.363654
13.787821,100.36382
13.785978,100.474086
13.785987,100.476761
13.786065,100.489236
13.786014,100.375114
13.786255,100.501755
13.789614,100.501728
13.786334,100.462959
13.786355,100.38052
13.786369,100.457522
13.786596,100.378101
13.786598,100.47025
13.786608,100.483926
13.786908,100.484749
13.786646,100.472527
13.786688,100.47151
13.786704,100.487438
13.786984,100.367623
13.787899,100.366791
13.787214,100.446214
13.787371,100.446318
13.7875835,100.358455
13.787501,100.426148
13.78773375,100.4704318
13.78849,100.470015
13.7876825,100.458632
13.787652,100.482009
13.787723,100.371217
13.788377,100.468965
13.788427,100.482495
13.788579,100.482346
13.7888555,100.4459967
13.78868775,100.3426168
13.788731,100.344595
13.788749,100.394813
13.788888,100.473424
13.789038,100.472038
13.788891,100.409406
13.789164,100.481614
13.78974,100.50564
13.789826,100.478193
13.790317,100.478671
13.79056,100.447131
13.791825,100.447874
13.790648,100.474612
13.7908605,100.475744
13.791487,100.466801
13.791545,100.504572
13.792177,100.488154
13.794811,100.488381
13.79268,100.5050705
13.792808,100.505984
13.792485,100.422257
13.793562,100.418322
13.792635,100.460507
13.792664,100.410416
13.792783,100.410472
13.793365,100.499312
13.793922,100.505094
13.7944825,100.456738
13.794447,100.458406
13.794246,100.50673
13.795303,100.410849
13.795324,100.466901
13.79551,100.454985
13.795554,100.38039
13.79749,100.379763
13.7964,100.450599
13.796486,100.443256
13.798315,100.445814
13.796636,100.502133
13.796936,100.382601
13.797457,100.429341
13.7978535,100.508939
13.798372,100.5095605
13.7987465,100.4218567
13.799291,100.511674
13.799488,100.511765
13.799493,100.511572
13.799781,100.510644
13.799811,100.511933
13.801383,100.514315
13.801532,100.508365
13.802362,100.51239
13.802805,100.512128
13.803333,100.512222
13.8059565,100.5118525
13.810555,100.51446
