site_id,latitude,longitude,count
984,13.787652,100.482009,1
985,13.787723,100.371217,1
986,13.788377,100.468965,1
987,13.788427,100.482495,1
988,13.788579,100.482346,1
989,13.7888555,100.4459967,3
990,13.78868775,100.3426168,3
991,13.788731,100.344595,1
992,13.788749,100.394813,1
993,13.788888,100.473424,1
994,13.789038,100.472038,1
995,13.788891,100.409406,1
996,13.789164,100.481614,1
997,13.78974,100.50564,1
998,13.789826,100.478193,1
999,13.790317,100.478671,1
1000,13.79056,100.447131,1
1001,13.791825,100.447874,1
1002,13.790648,100.474612,1
1003,13.7908605,100.475744,2
1004,13.791487,100.466801,1
1005,13.791545,100.504572,1
1006,13.792177,100.488154,1
1007,13.794811,100.488381,1
1008,13.79268,100.5050705,2
1009,13.792808,100.505984,1
1010,13.792485,100.422257,1
1011,13.793562,100.418322,1
1012,13.792635,100.460507,1
1013,13.792664,100.410416,1
1014,13.792783,100.410472,1
1015,13.793365,100.499312,1
1016,13.793922,100.505094,1
1017,13.7944825,100.456738,2
1018,13.794447,100.458406,1
1019,13.794246,100.50673,1
1020,13.795303,100.410849,1
1021,13.795324,100.466901,1
1022,13.79551,100.454985,1
1023,13.795554,100.38039,1
1024,13.79749,100.379763,1
1025,13.7964,100.450599,1
1026,13.796486,100.443256,1
1027,13.798315,100.445814,1
1028,13.796636,100.502133,1
1029,13.796936,100.382601,1
1030,13.797457,100.429341,2
1031,13.7978535,100.508939,2
1032,13.798372,100.5095605,2
1033,13.7987465,100.4218567,3
1034,13.799291,100.511674,1
1035,13.799488,100.511765,1
1036,13.799493,100.511572,1
1037,13.799781,100.510644,1
1038,13.799811,100.511933,1
1039,13.801383,100.514315,1
1040,13.801532,100.508365,1
1041,13.802362,100.51239,1
1042,13.802805,100.512128,1
1043,13.803333,100.512222,1
1044,13.8059565,100.5118525,2
1045,13.810555,100.51446,2
