site_id,latitude,longitude,count
260,13.683922,100.363887,2
261,13.683727,100.498498,1
262,13.684125,100.498435,1
263,13.684115,100.343324,1
264,13.684781,100.343693,1
265,13.684167,100.406122,1
266,13.684225,100.40625,1
267,13.684562,100.4442595,2
268,13.684691,100.361018,1
269,13.686473,100.361845,1
270,13.684819,100.421604,1
271,13.685013,100.412445,1
272,13.685065,100.498811,1
273,13.685175,100.445219,1
274,13.6855175,100.4263147,3
275,13.685563,100.444607,4
276,13.685563,100.444607,16
277,13.685903,100.3823875,2
278,13.6884305,100.382645,2
279,13.685726,100.339799,1
280,13.6858165,100.494254,2
281,13.685922,100.445695,1
282,13.68597,100.445637,1
283,13.686435,100.44769,1
284,13.686833,100.449674,1
285,13.686621,100.48885,1
286,13.68675,100.486562,1
287,13.686958,100.403068,1
288,13.686974,100.484948,1
289,13.687006,100.485029,1
290,13.686998,100.34327,1
291,13.687133,100.376222,1
292,13.688101,100.3737325,2
293,13.687382,100.483853,1
294,13.687407,100.426405,1
295,13.687544,100.49236,8
296,13.687544,100.49236,8
297,13.687557,100.426636,1
298,13.6876,100.426613,1
299,13.687657,100.441522,1
300,13.688454,100.410616,1
301,13.688473,100.4077055,2
302,13.688666,100.340919,2
303,13.69138,100.341836,1
304,13.689261,100.389095,1
305,13.69021,100.370164,1
306,13.690396,100.457525,1
307,13.690647,100.36388,1
308,13.691806,100.361862,1
309,13.690696,100.487647,1
310,13.69098,100.423674,1
311,13.691101,100.3996,1
312,13.691582,100.392538,1
313,13.692152,100.378197,1
314,13.694541,100.380227,1
315,13.692365,100.414626,1
316,13.69275,100.335206,1
317,13.695589,100.336347,1
318,13.693244,100.431891,1
319,13.693795,100.392118,1
320,13.695171,100.392704,1
321,13.694507,100.45975,1
322,13.696459,100.457276,1
323,13.694778,100.479136,2
324,13.694553,100.34219,1
325,13.694587,100.341697,1
326,13.695,100.467778,1
327,13.696213,100.4884255,2
328,13.6958895,100.4082085,2
329,13.696173,100.409208,1
330,13.695939,100.483405,1
331,13.696257,100.46637,1
332,13.696641,100.466447,1
333,13.696709,100.436152,1
334,13.697145,100.465733,1
335,13.697266,100.471675,1
336,13.69905,100.469964,1
337,13.697352,100.476661,1
338,13.697378,100.403296,1
339,13.697659,100.378741,1
340,13.698436,100.4406725,2
341,13.698491,100.358981,1
342,13.698651,100.483814,1
343,13.700499,100.483789,1
344,13.698812,100.466569,1
345,13.6989805,100.421167,2
346,13.701217,100.420779,1
347,13.699716,100.461014,3
348,13.69943,100.391291,1
349,13.699818,100.377607,1
350,13.70145688,100.3783446,4
351,13.699854,100.488994,1
352,13.699866,100.475189,1
353,13.701748,100.474503,1
354,13.700591,100.443602,1
355,13.701569,100.444052,1
356,13.701487,100.334226,1
357,13.701929,100.335751,1
358,13.702079,100.372176,1
359,13.702652,100.487981,2
360,13.703722,100.486885,1
361,13.7024175,100.376131,2
362,13.702599,100.482399,1
363,13.702646,100.464861,1
364,13.703096,100.437808,1
365,13.703237,100.445986,1
366,13.704132,100.446571,1
367,13.703672,100.407873,1
368,13.704329,100.405788,1
369,13.703829,100.350282,1
370,13.703864,100.466598,1
371,13.705261,100.465429,2
372,13.703887,100.356301,1
373,13.705972,100.356512,1
374,13.704008,100.348009,1
375,13.704154,100.343462,1
376,13.704327,100.342706,1
377,13.7051315,100.4904515,2
378,13.7043635,100.3656565,2
379,13.704746,100.353206,1
380,13.7048265,100.341032,2
381,13.704902,100.340023,1
382,13.704843,100.334119,1
383,13.705004,100.333763,1
384,13.704941,100.377524,1
385,13.706311,100.375214,1
386,13.704948,100.348355,1
387,13.705256,100.337634,1
388,13.705369,100.3492,1
389,13.705756,100.348482,1
390,13.705463,100.384479,1
391,13.70568,100.333936,1
392,13.7060215,100.3528665,2
393,13.706722,100.352867,1
394,13.706068,100.427852,1
395,13.708655,100.426739,1
396,13.706281,100.346074,1
397,13.7065525,100.461684,2
398,13.70662,100.361445,1
399,13.706949,100.368534,1
400,13.707272,100.37014,1
401,13.707149,100.40549,1
402,13.707398,100.360612,1
403,13.707443,100.431187,1
404,13.70746,100.488685,1
405,13.707463,100.420445,1
406,13.707466,100.360661,4
407,13.707466,100.360661,4
408,13.707466,100.360661,4
409,13.707559,100.364887,2
410,13.708174,100.36444,1
411,13.707778,100.4825,1
412,13.70788,100.481725,1
413,13.707836,100.486782,1
414,13.707985,100.450239,1
415,13.709113,100.451732,1
416,13.7083145,100.378663,2
417,13.708628,100.377263,1
418,13.708029,100.49191,1
419,13.709055,100.4915675,2
420,13.708196,100.372912,1
421,13.708599,100.482958,1
422,13.708639,100.388629,1
423,13.70916025,100.3926663,3
424,13.709005,100.383441,1
425,13.709139,100.411769,1
426,13.709151,100.387124,1
427,13.709318,100.386302,1
428,13.709327,100.385691,1
429,13.7094035,100.4807225,2
430,13.709387,100.487048,1
431,13.709444,100.481743,1
432,13.70977,100.481706,1
433,13.7096265,100.39627,2
434,13.7097105,100.390369,3
435,13.7103215,100.398403,2
436,13.710065,100.438772,1
437,13.710077,100.413469,1
438,13.7107325,100.486867,3
439,13.710498,100.410233,1
440,13.710536,100.410453,1
441,13.710531,100.4857,1
442,13.71093,100.485079,1
443,13.7106735,100.412679,2
444,13.710791,100.4132425,2
445,13.710719,100.408299,1
446,13.710764,100.408519,1
447,13.710809,100.497764,1
448,13.710848,100.420988,1
449,13.710865,100.470223,1
450,13.71253,100.471431,1
451,13.711026,100.478812,1
452,13.711228,100.416511,1
453,13.71249,100.41486,1
454,13.711252,100.375602,1
455,13.711362,100.396507,1
456,13.711392,100.425075,1
457,13.711486,100.42651,1
458,13.7115345,100.4344755,2
459,13.711628,100.50069,1
460,13.712607,100.498949,1
461,13.711662,100.408558,1
462,13.711792,100.433637,1
463,13.711834,100.484527,1
464,13.711956,100.433006,1
465,13.7121675,100.4756915,2
466,13.71202,100.377594,1
467,13.713702,100.377845,1
468,13.712035,100.420331,1
469,13.712139,100.42016,1
470,13.712098,100.4318798,3
471,13.712962,100.432452,1
472,13.712136,100.468587,1
473,13.712228,100.433839,1
474,13.712253,100.433954,1
475,13.712229,100.395494,1
476,13.713297,100.396229,2
477,13.712266,100.42978,16
478,13.712266,100.42978,4
479,13.712508,100.434519,1
480,13.71263,100.42876,1
481,13.712677,100.428458,1
482,13.712704,100.363645,1
483,13.712825,100.43595,1
484,13.713153,100.436158,1
485,13.713072,100.483843,2
486,13.713008,100.493922,1
487,13.713206,100.430822,1
488,13.71338,100.439923,1
489,13.714412,100.440802,1
490,13.713417,100.480726,1
491,13.713497,100.355402,1
492,13.713565,100.452961,1
493,13.713752,100.4548745,2
494,13.713587,100.428125,1
495,13.713649,100.460104,1
496,13.715166,100.462619,1
497,13.713704,100.360726,1
498,13.715202,100.361025,1
499,13.713774,100.505405,1
500,13.713881,100.420867,1
501,13.714357,100.3672585,2
502,13.714229,100.489882,1
503,13.715037,100.489517,1
504,13.714374,100.507211,1
505,13.716258,100.507113,1
506,13.714538,100.343965,1
507,13.721834,100.340449,1
508,13.714713,100.504528,1
509,13.714885,100.503405,1
510,13.715029,100.436907,2
511,13.71511,100.485475,1
512,13.7152225,100.406517,2
513,13.715695,100.444864,2
514,13.716204,100.468983,1
515,13.716667,100.4679695,3
516,13.716574,100.4543925,2
517,13.716986,100.489573,1
518,13.717078,100.457373,1
519,13.717414,100.4774825,2
520,13.71884,100.478962,1
521,13.717238,100.466803,1
522,13.7177145,100.427843,2
523,13.719317,100.428521,1
524,13.717884,100.396191,1
525,13.718289,100.395381,1
526,13.718163,100.369182,1
527,13.718179,100.500033,1
528,13.718903,100.498668,1
529,13.718593,100.490073,1
530,13.719629,100.49106,2
531,13.718611,100.36429,1
532,13.718692,100.467185,1
533,13.71881,100.441958,1
534,13.719116,100.44127,2
535,13.718908,100.46216,1
536,13.718944,100.454265,1
537,13.720104,100.455957,1
538,13.719371,100.360968,1
539,13.719643,100.485516,1
540,13.720932,100.48405,1
541,13.719691,100.508956,1
542,13.719933,100.489446,1
543,13.719962,100.473343,1
544,13.720009,100.469839,1
545,13.720145,100.40531,1
546,13.72031,100.471579,1
547,13.720347,100.500448,1
548,13.720379,100.501148,1
549,13.7204,100.501637,1
550,13.720454,100.363654,2
551,13.720454,100.363654,32
552,13.720496,100.363641,1
553,13.721268,100.45947,2
554,13.7216515,100.4714655,2
555,13.721776,100.470358,1
556,13.721422,100.500697,1
557,13.721451,100.396115,1
558,13.721724,100.489435,1
559,13.72203875,100.4799253,4
560,13.722362,100.4815835,2
561,13.72235,100.47832,2
562,13.72235,100.47832,32
563,13.722448,100.461196,1
564,13.723051,100.461923,1
565,13.722795,100.439581,1
566,13.722796,100.442373,1
567,13.724356,100.443378,1
568,13.72312575,100.4637613,4
569,13.723117,100.456106,1
570,13.7233065,100.483102,2
571,13.723207,100.400925,1
572,13.723373,100.4763385,2
573,13.72435,100.475327,1
574,13.723727,100.468155,1
575,13.724141,100.469955,1
576,13.724016,100.464822,1
577,13.724028,100.508853,1
578,13.72464025,100.485509,3
579,13.724693,100.500216,1
580,13.724776,100.49209,1
581,13.724778,100.465762,1
582,13.725026,100.464846,1
583,13.725022,100.396418,1
584,13.726305,100.394449,1
585,13.725123,100.406316,1
586,13.726062,100.456214,1
587,13.726652,100.495208,1
588,13.72672,100.475807,1
589,13.726772,100.487915,1
590,13.726831,100.488422,1
591,13.726853,100.454313,4
592,13.726853,100.454313,16
593,13.726873,100.469721,1
594,13.727552,100.470105,1
595,13.726963,100.366886,1
596,13.727167,100.489091,3
597,13.727151,100.486736,1
598,13.727151,100.486736,64
599,13.727411,100.498475,1
600,13.727632,100.471065,1
601,13.728014,100.484054,1
602,13.728343,100.4823,1
603,13.728137,100.459593,1
604,13.728767,100.46318,1
605,13.730167,100.463295,1
606,13.728989,100.499421,1
607,13.73013,100.499587,1
608,13.729242,100.434318,1
609,13.729251,100.388668,1
610,13.729322,100.348745,1
611,13.732025,100.342523,1
612,13.729499,100.508983,1
613,13.729969,100.508955,1
614,13.7296085,100.5053825,2
615,13.730214,100.50536,1
616,13.729526,100.366326,1
617,13.729535,100.494455,1
618,13.729567,100.475482,1
619,13.729811,100.488477,1
620,13.7299665,100.368445,2
621,13.730117,100.504329,1
622,13.730475,100.456413,1
623,13.731864,100.454373,1
624,13.730475,100.508644,1
625,13.730517,100.495337,1
626,13.73142,100.495138,1
627,13.730543,100.509252,1
628,13.73075094,100.3671459,5
629,13.730628,100.366681,4
630,13.730628,100.366681,16
631,13.730794,100.366119,1
632,13.730847,100.4270295,2
633,13.730917,100.366833,1
634,13.730993,100.36412,1
635,13.731173,100.510929,1
636,13.731641,100.497132,1
637,13.7331145,100.496822,2
638,13.732305,100.507908,1
639,13.732427,100.461895,1
640,13.73257,100.459923,1
641,13.7324575,100.489278,2
642,13.732645,100.472754,1
643,13.733768,100.473893,1
644,13.732771,100.48616,1
645,13.734049,100.484488,1
646,13.732951,100.406391,1
647,13.733007,100.405334,1
648,13.7334575,100.4705175,2
649,13.73322,100.500239,1
650,13.733333,100.505304,1
651,13.733689,100.508496,1
652,13.733885,100.507621,1
653,13.734222,100.498206,1
654,13.734448,100.47873,1
655,13.734707,100.431849,1
656,13.7353,100.395886,1
657,13.737996,100.395137,1
658,13.735465,100.48767,1
659,13.73549,100.434524,1
660,13.736591,100.433306,1
661,13.735679,100.492408,1
662,13.736271,100.452191,1
663,13.738281,100.452371,1
664,13.736761,100.438851,1
665,13.73731825,100.4959643,3
666,13.736873,100.472041,1
667,13.738379,100.470684,1
668,13.736893,100.367065,1
669,13.737209,100.435682,1
670,13.737221,100.500026,1
671,13.737691,100.49487,1
672,13.73845,100.495642,2
673,13.737793,100.444818,1
674,13.737842,100.449406,1
675,13.737856,100.405325,1
676,13.738584,100.4067275,2
677,13.738041,100.46056,1
678,13.740722,100.460663,1
679,13.7381,100.4893,1
680,13.73955125,100.4875982,3
681,13.739043,100.48493,1
682,13.739371,100.457084,1
683,13.739645,100.468049,1
684,13.739785,100.465954,1
685,13.73995,100.4919593,3
686,13.739949,100.364078,1
687,13.742015,100.364296,1
688,13.7403645,100.44601,2
689,13.741101,100.448408,1
690,13.740858,100.402589,1
691,13.741225,100.489599,2
692,13.741017,100.433785,1
693,13.741135,100.425898,1
694,13.741759,100.428028,1
695,13.741199,100.473886,1
696,13.74126,100.470992,1
697,13.74158,100.486719,8
698,13.74158,100.486719,8
699,13.7421855,100.482512,2
700,13.74338,100.481263,1
701,13.742202,100.488091,1
702,13.742445,100.417369,1
703,13.74407,100.419552,1
704,13.742626,100.356659,1
705,13.743549,100.355675,1
706,13.742772,100.340969,1
707,13.746579,100.3441215,2
708,13.743054,100.456222,1
709,13.743189,100.459283,1
710,13.744233,100.459505,1
711,13.743441,100.467159,1
712,13.744044,100.468349,1
713,13.743483,100.4239,1
714,13.74349,100.489803,1
715,13.74394025,100.4887623,3
716,13.743908,100.472208,1
717,13.744673,100.47057,1
718,13.7442,100.4608,1
719,13.744377,100.407574,1
720,13.745669,100.406219,1
721,13.744606,100.385141,1
722,13.746642,100.376439,1
723,13.744614,100.443407,1
724,13.74696,100.44257,1
725,13.745148,100.411138,1
726,13.745248,100.484172,1
727,13.746225,100.485501,1
728,13.745419,100.468306,1
729,13.745522,100.457837,1
730,13.745589,100.41635,1
731,13.746,100.448292,1
732,13.746566,100.479317,1
733,13.74668,100.477472,1
734,13.746799,100.394918,1
735,13.747887,100.483253,1
736,13.748638,100.483924,1
737,13.747996,100.485842,1
738,13.748387,100.486071,1
739,13.748139,100.484958,1
740,13.748482,100.47658,1
741,13.748634,100.477773,1
742,13.748738,100.470124,1
743,13.748972,100.47016,1
744,13.749081,100.485881,1
745,13.749153,100.465875,1
746,13.7495,100.485251,1
747,13.7499735,100.484234,2
748,13.749824,100.469708,1
749,13.74988,100.480945,1
750,13.750612,100.354391,1
751,13.751321,100.477999,1
752,13.751327,100.483919,1
753,13.751932,100.434062,1
754,13.752284,100.434625,1
755,13.752663,100.442832,1
756,13.752685,100.485441,1
757,13.752726,100.479874,2
758,13.752726,100.479874,32
759,13.752792,100.479856,1
760,13.753187,100.478594,1
761,13.753199,100.447878,1
762,13.754671,100.447491,1
763,13.754091,100.462102,1
764,13.754216,100.475514,1
765,13.755133,100.475995,1
766,13.754355,100.433353,1
767,13.754559,100.479679,1
768,13.75468,100.46737,1
769,13.754875,100.412203,2
770,13.757124,100.4152,1
771,13.75543,100.4712245,2
772,13.756231,100.4698355,3
773,13.75586075,100.4820822,3
774,13.75598,100.458054,1
775,13.756003,100.455345,1
776,13.756178,100.484349,2
777,13.756643,100.486252,1
778,13.757061,100.486153,1
779,13.756723,100.406592,1
780,13.758389,100.404,1
781,13.756948,100.483524,1
782,13.757128,100.483514,1
783,13.75779297,100.4844384,6
784,13.757671,100.448817,1
785,13.7579115,100.4855415,2
786,13.757885,100.433483,1
787,13.758007,100.437184,1
788,13.758115,100.483217,1
789,13.7587515,100.468876,2
790,13.758269,100.48014,1
791,13.75967,100.478603,1
792,13.758554,100.454311,1
793,13.758862,100.444759,1
794,13.759235,100.487681,1
795,13.759342,100.471458,1
796,13.760293,100.471076,1
797,13.75955,100.474229,2
798,13.760085,100.476306,1
799,13.759612,100.481807,1
800,13.759905,100.483393,1
801,13.759886,100.485623,1
802,13.760019,100.453745,16
803,13.760019,100.453745,4
804,13.760898,100.445882,1
805,13.761659,100.445328,1
806,13.762316,100.445429,1
807,13.76202,100.44444,1
808,13.762262,100.483397,1
809,13.762581,100.344062,1
810,13.762776,100.34702,1
811,13.762953,100.467136,1
812,13.762959,100.330911,1
813,13.763236,100.33027,1
814,13.763302,100.476825,1
815,13.7638475,100.4877335,2
816,13.764495,100.490167,1
817,13.763543,100.363424,1
818,13.764135,100.443599,1
819,13.76582175,100.4842652,4
820,13.765581,100.474191,1
821,13.767313,100.473089,1
822,13.7657,100.407757,1
823,13.7666425,100.486659,2
824,13.76668,100.40787,1
825,13.767553,100.407942,1
826,13.766735,100.488945,1
827,13.766942,100.346234,1
828,13.767162,100.3448135,2
829,13.767222,100.468611,1
830,13.768126,100.470481,1
831,13.767403,100.491529,1
832,13.768373,100.490172,1
833,13.767963,100.454035,1
834,13.768394,100.398939,1
835,13.771811,100.399194,1
836,13.7688705,100.427184,2
837,13.768764,100.492888,1
838,13.769735,100.492083,1
839,13.768916,100.390268,1
840,13.76902,100.445206,1
841,13.769042,100.4777,1
842,13.77019425,100.4686003,3
843,13.769876,100.48925,1
844,13.771224,100.489605,1
845,13.770167,100.471359,1
846,13.771233,100.49373,1
847,13.771353,100.493454,1
848,13.771399,100.442373,1
849,13.7731415,100.4450765,2
850,13.771977,100.4884275,2
851,13.772489,100.494518,1
852,13.7735955,100.494187,2
853,13.772939,100.3531585,2
854,13.7777,100.35235,1
855,13.773944,100.4965905,2
856,13.77507,100.497589,1
857,13.773892,100.404095,1
858,13.773954,100.394603,1
859,13.774062,100.407784,1
860,13.774326,100.47175,1
861,13.775875,100.4696,1
862,13.774491,100.49193,1
863,13.774697,100.482837,1
864,13.775428,100.4657685,2
865,13.77776425,100.4646002,3
866,13.775533,100.480227,1
867,13.77559,100.408859,1
868,13.775687,100.407925,2
869,13.775796,100.489179,1
870,13.776486,100.489442,1
871,13.776195,100.487934,1
872,13.776323,100.451543,1
873,13.776403,100.479456,1
874,13.776912,100.479015,1
875,13.776604,100.428543,1
876,13.776651,100.497783,1
877,13.776731,100.45651,1
878,13.778507,100.457722,1
879,13.776933,100.473821,1
880,13.777281,100.485515,1
881,13.777669,100.485111,1
882,13.777558,100.47738,1
883,13.778073,100.476107,2
884,13.77823875,100.4938118,3
885,13.778404,100.455082,2
886,13.778433,100.485791,1
887,13.778628,100.496941,1
888,13.7800955,100.497984,2
889,13.779436,100.4768735,2
890,13.77970425,100.4756365,3
891,13.779388,100.444294,1
892,13.7794805,100.4415315,2
893,13.780512,100.442165,1
894,13.779457,100.479691,1
895,13.779606,100.438423,1
896,13.780082,100.47194,1
897,13.780608,100.470698,2
898,13.78084706,100.4230817,5
899,13.780104,100.488448,1
900,13.781445,100.488859,1
901,13.780298,100.484925,1
902,13.7805435,100.495148,2
903,13.780468,100.468007,1
904,13.780545,100.446154,4
905,13.780545,100.446154,16
906,13.781051,100.432389,1
907,13.781314,100.429249,1
908,13.781152,100.47811,1
909,13.7822665,100.476754,2
910,13.78192725,100.446013,3
911,13.781587,100.464691,1
912,13.783421,100.46353,1
913,13.781594,100.473752,1
914,13.781716,100.4163315,3
915,13.782789,100.415541,1
916,13.78174,100.491887,1
917,13.783204,100.491855,1
918,13.782113,100.48448,1
919,13.782622,100.4833515,2
920,13.782219,100.473246,1
921,13.782493,100.473671,1
922,13.782635,100.498409,1
923,13.783141,100.498492,1
924,13.783029,100.497531,1
925,13.783626,100.497471,1
926,13.783049,100.493713,1
927,13.784807,100.493497,1
928,13.783193,100.402491,1
929,13.7832945,100.4004795,2
930,13.783257,100.395936,1
931,13.7837895,100.4800055,2
932,13.785724,100.48005,1
933,13.783568,100.45545,1
934,13.783692,100.398407,1
935,13.783704,100.496034,1
936,13.783926,100.401373,1
937,13.784078,100.401446,1
938,13.784099,100.402378,1
939,13.784144,100.401084,1
940,13.784197,100.400842,1
941,13.784177,100.4016815,2
942,13.784728,100.460184,1
943,13.784735,100.471985,1
944,13.78520875,100.4714403,3
945,13.7848985,100.4613865,2
946,13.785795,100.460711,1
947,13.7848895,100.4571545,2
948,13.785337,100.458022,1
949,13.785133,100.485891,1
950,13.785831,100.486636,2
951,13.786138,100.4385255,2
952,13.785673,100.484489,1
953,13.78572,100.465279,1
954,13.786962,100.466162,1
955,13.7858115,100.376906,2
956,13.786633,100.376815,1
957,13.785869,100.363654,1
958,13.787821,100.36382,1
959,13.785978,100.474086,1
960,13.785987,100.476761,1
961,13.786065,100.489236,2
962,13.786014,100.375114,1
963,13.786255,100.501755,1
964,13.789614,100.501728,1
965,13.786334,100.462959,1
966,13.786355,100.38052,1
967,13.786369,100.457522,1
968,13.786596,100.378101,1
969,13.786598,100.47025,1
970,13.786608,100.483926,1
971,13.786908,100.484749,1
972,13.786646,100.472527,1
973,13.786688,100.47151,1
974,13.786704,100.487438,1
975,13.786984,100.367623,1
976,13.787899,100.366791,1
977,13.787214,100.446214,1
978,13.787371,100.446318,1
979,13.7875835,100.358455,2
980,13.787501,100.426148,1
981,13.78773375,100.4704318,3
982,13.78849,100.470015,1
983,13.7876825,100.458632,2
